NO,Project,commenttext,label,commenttype
388,camel,"// add to rest registry so we can keep track of them, we will remove from the registry when the consumer is removed // TODO: need to be able to unregister from the registry",Requirement,14
389,camel,// aggregate all exchanges correlated by the id header. // Aggregate them using the BodyInAggregatingStrategy strategy // do eager checking which means the completion predicate will use the incoming exchange // which allows us to trigger completion when a certain exchange arrived which is the // END message,Requirement,14
390,camel,// an exception occured while processing // TODO: Camel-585 somekind of flag to determine if we should send the exchange back to the client // or do as new wrap as runtime exception to be thrown back to spring so it can do rollback,Defect,14
391,camel,// an exception occured while processing // TODO: Camel-585 somekind of flag to determine if we should send the exchange back to the client // or do as now where we wrap as runtime exception to be thrown back to spring so it can do rollback,Defect,14
392,camel,// As we don't set the transfer_encoding protocol header for the restlet service // we need to remove the transfer_encoding which could let the client wait forever,Design,14
393,camel,"// assign whether this was a route scoped onCompletion or not // we need to know this later when setting the parent, as only route scoped should have parent // Note: this logic can possible be removed when the Camel routing engine decides at runtime // to apply onCompletion in a more dynamic fashion than current code base // and therefore is in a better position to decide among context/route scoped OnCompletion at runtime",Design,14
394,camel,"// assign whether this was a route scoped onException or not // we need to know this later when setting the parent, as only route scoped should have parent // Note: this logic can possible be removed when the Camel routing engine decides at runtime // to apply onException in a more dynamic fashion than current code base // and therefore is in a better position to decide among context/route scoped OnException at runtime",Design,14
395,camel,"// catch IOExcption that we do not want to handle, eg the caller should get the error back",Defect,14
396,camel,// Configured fields // TODO: can we make these private and have getter/setter,Design,14
397,camel,"// consumer is not set, this is produce only websocket // TODO - 06.06.2011, LK - deliver exchange to dead letter channel",Design,14
398,camel,"// content type should match // TODO: content type does not work with geronomi mail jar (its a buggy jar, use SUN mail jar instead)",Requirement,14
399,camel,// create the appropriate code generator if signatureFile or fromJavaDoc are specified // this way users can skip generating API classes for duplicate proxy class references,Design,14
400,camel,// create the output processor // TODO: This should be mandatory (but ExceptionHandlerStreamCache Test fails),Test,14
401,camel,"// data types // TODO: why do we have this for data types, and only these 4 out of the 10+ data types we have in total?",Design,14
402,camel,"// deny stopping on shutdown as we want seda consumers to run in case some other queues // depend on this consumer to run, so it can complete its exchanges",Design,14
403,camel,// depending on what kind of error handler we should,Defect,14
404,camel,// do not refresh bundles causing out bundle context to be invalid // TODO: see if we can find a way maybe to install camel.xml as bundle/feature instead of part of unit test (see src/test/resources/OSGI-INF/blueprint),Test,14
405,camel,"// do not remove duplicates form class from the Java itself as they have some ""duplicates"" we need",Design,14
406,camel,// do not run around looking for a type converter unless there is a need for it,Defect,14
407,camel,// do not use error handler for try .. catch .. finally blocks as it will handle errors itself // by checking that any of our parent(s) is not a try .. catch or finally type,Defect,14
408,camel,// do nothing? // TODO,Requirement,14
409,camel,"// Does not work on AIX / solaris and the problem is hard to identify, could be issues not allowing to use a custom port // java.io.IOException: Failed to retrieve RMIServer stub: ",Defect,14
410,camel,// dynamic calculation is an option. In most cases it won't be used and we should not penalise all users with running this // resolution logic on every Exchange if they won't be using this functionality at all,Requirement,14
411,camel,// EXPERIMENTAL // TODO: resolve gzip encoding issues,Defect,14
412,camel,// FIXME - JSMPP needs to have an enum of the negative response // codes instead of just using them like this,Design,14
413,camel,// FIXME (CAMEL-3091): @Test,Test,14
414,camel,"// FIXME: The context component does not support multiple logical endpoints // with the same remaining defined in two distinct Camel contexts. // See https://issues.apache.org/jira/browse/CAMEL-9200. // from(""first:out"").to(""second:in"");",Requirement,14
415,camel,// FIXME: these constants should be defined somewhere in jSMPP:,Requirement,14
416,camel,// FIXME: URI encoding @Test,Test,14
417,camel,"// get declared and derived fields for component config // use get/set methods instead of fields, since this class could inherit others, that have private fields // so getDeclaredFields() won't work, like it does for generated endpoint config classes!!!",Design,14
418,camel,"// hack to support legacy AggregationStrategy's that modify and return the oldExchange, these will not // working when using an identify based approach for optimistic locking like the MemoryAggregationRepository.",Requirement,14
419,camel,// How can we create a specific Exchange if we are generic?? // perhaps it would be better if we did not impement this. ,Design,14
420,camel,// How can we create a specific Exchange if we are generic?? // perhaps it would be better if we did not implement this. ,Design,14
421,camel,// if the class is not public then fallback and use interface methods if possible // this allow Camel to invoke private beans which implements interfaces,Design,14
422,camel,// invoke the message //TODO need setup the call context here //TODO need to handle the one way message,Requirement,14
423,camel,// it is a bit cumbersome to work with the spring bean definition parser // as we kinda need to eagerly register the bean definition on the parser context // and then later we might find out that we should not have done that in case we have multiple camel contexts // that would have a id clash by auto registering the same bean definition with the same id such as a producer template,Requirement,14
424,camel,// it is a bit cumbersome to work with the spring bean definition parser // as we kinda need to eagerly register the bean definition on the parser context // and then later we might find out that we should not have done that in case we have multiple camel contexts // that would have a id clash by auto regsitering the same bean definition with the same id such as a producer template,Design,14
425,camel,"// it may have duplicate methods already, even from declared or from interfaces + declared",Design,14
426,camel,// lets add all the available class loaders just in case of weirdness // we could make this more strict once we've worked out all the gremlins // in servicemix-camel,Design,14
427,camel,// lets add all the available class loaders just in case of wierdness // we could make this more strict once we've worked out all the gremlins // in servicemix-camel,Design,14
428,camel,// must remember to remove in progress when we are complete,Design,14
429,camel,// must setup policy for each route // TODO: CAMEL-1475 should fix this,Design,14
430,camel,// must use the original message in case we need to workaround a charset issue when extracting mail content,Design,14
431,camel,// Need to remove the Host key as it should be not used ,Design,14
432,camel,// Need to retain the ByteBuffer for producer to consumer // TODO Remove this part of ByteBuffer right away,Design,14
433,camel,// need to set exception handler manually to work around an issue configuring from uri,Defect,14
434,camel,// need to use setters to set the other values as we cannot use a constructor // keep alive and maximum pool size have no effects on a scheduled thread pool as its // a fixed size pool with an unbounded queue (see class javadoc) // TODO: when JDK7 we should setRemoveOnCancelPolicy(true),Design,14
435,camel,"// no transaction error handler builder configure so create a temporary one as we got all // the needed information form the configured builder anyway this allow us to use transacted // routes anway even though the error handler is not transactional, eg ease of configuration",Defect,14
436,camel,// NOTE: this error handler below is not used as we must set it before the thread type,Defect,14
437,camel,// Note: This is done on context start as we want to avoid doing it during object construction // where we could be dealing with CDI proxied camel contexts which may never be started (CAMEL-9657) // [TODO] Remove in 3.0,Defect,14
438,camel,// note: we cannot do doForceCompletionOnStop from this doStop method // as this is handled in the prepareShutdown method which is also invoked when stopping a route // and is better suited for preparing to shutdown than this doStop method is,Design,14
439,camel,// okay we should not remove then confirm it instead,Requirement,14
440,camel,// remember the name due unit testing (should not be needed in regular use-cases),Test,14
441,camel,// remove all getter/setter as we do not want to consider these methods,Design,14
442,camel,// remove temporary header,Design,14
443,camel,// Reverse session ID for reply // TODO may need to optionally include subID and locationID,Design,14
444,camel,"// Set a system property used to configure the server.  The example runs on port 9000;  // however, the unit tests must run on a dynamic port.  As such, we make the port configurable // in the Spring context.",Test,14
445,camel," U// the unit test must run on a dynamic port. As such, we make the port configurable // in the Spring context.",Test,14
446,camel,// Setting the thread context classloader to workaround the issue BlueprintBus ClassLoader // This line can be removed when CXF 2.4.2 is released.,Design,14
447,camel,// Should be replaced with the Java 8 functional interface Consumer<T>,Requirement,14
448,camel,// should not consume 3 at once,Requirement,14
449,camel,// some OS such as Windows can have problem doing rename IO operations so we may need to // retry a couple of times to let it work,Design,14
450,camel,"// the errorHandler is already decorated with interceptors // so it contain the entire chain of processors, so we can safely use it directly as output // if no error handler provided we use the output // TODO: Camel 3.0 we should determine the output dynamically at runtime instead of having the // the error handlers, interceptors, etc. woven in at design time",Design,14
451,camel,// the Locale used for the number formatting of the above data is // english which could be other than the default locale,Design,14
452,camel,"// the loop finished, persist the lastValue just in case we are shutting down // TODO: perhaps add a functionality to persist every N records",Defect,14
453,camel,"// The replaceAll is an ugly workaround for CAMEL-4954, awaiting a cleaner fix once CAMEL-4425 // is fully resolved in all components",Design,14
454,camel,"// the trick is to try to rename the file, if we can rename then we have exclusive read // NOTE: using java.nio (channel lokc) doesn't help us as we can have write access but the // file is still in progress of being written (slow writer) // TODO: Seems to not work on Unix boxes (see the unit test FileExclusiveReadTest)",Test,14
455,camel,"// the wrapped processors is for performance counters, which are in use for the created routes // when a route is removed, we should remove the associated processors from this map",Design,14
456,camel,// these tests do not run well on Windows,Test,14
457,camel,"// This code is not my fault, it seems to honestly be the hacky way to find a class name in APT :)",Design,14
458,camel,"// this completion should not be handed over, as we want to execute it // on current thread as the thread locals is bound the current thread",Requirement,14
459,camel,// This could become a base class method for an AsyncProcessor,Design,14
460,camel,// This crap is required to work around a bug in hibernate,Defect,14
461,camel,// this is a bit weird syntax that normally is not used using the feedUri parameter,Design,14
462,camel,"// this is a very simple Camel route, but we can do more routing // as SparkRouteBuilder extends the regular RouteBuilder from camel-core // which means we can do any kind of Camel Java DSL routing here",Requirement,14
463,camel,"// This is here for completeness, but the template should not get used for receiving messages.",Design,14
464,camel,"// This is here for completeness, but the template should not get used for receiving messages.",Design,14
465,camel,// This is the camel exchange processor. Allows to send messages to CM // API. // TODO: Should i provide a CMSender factory? Dynamically choose // CMSender implementation? Sending strategy? // Consider: // 1. single - Single Message strategy. // 2. Multi - CM Api supports to 1000 messages per call. // 3. sliding - sliding window? 1000 messages or time thresold? // 4. mocked - in order to fake cm responses,Requirement,14
466,camel,// this may be prone to ClassLoader or packaging problems when the same class is defined // in two different jars (as is the case sometimes with specs).,Design,14
467,camel,// this method is invoked from @RecipientList so we bridge with an empty callback // TODO: Have @RecipientList support async out of the box,Design,14
468,camel,// this method is not used,Design,14
469,camel,// This route is for checking camel-cxf producer throwing exception,Defect,14
470,camel,// this works around a bug in the ActiveMQ property handling,Defect,14
471,camel,// TODO - chm - 25/05 // As we can define WebSocket for Consumer/Producer // This part of the code must be adapted compare to camel-jetty where we only use // Jetty as a server = Consumer // connectorRef.servlet.connect(consumer);,Design,14
472,camel,"// TODO - fixme when we allow XPath injection to do proper type conversion //assertEquals(""bean.subject"", ""Hey"", bean.getSubject());",Test,14
473,camel,"// TODO - fixme when we allow XQuery injection to do proper type conversion //assertEquals(""bean.subject"", ""Hey"", bean.getSubject());",Test,14
474,camel,// TODO - Update tests to use endpoint instead of createServer - chm - 22/05/2012,Test,14
475,camel,// TODO - why do we need to ignore the returned message and get the out message from the exchange!,Requirement,14
476,camel,"// TODO [hz]: we should refactor TestSupport.assertExpression(Expression, Exchange, Object) // into 2 methods, a helper that returns the value and use that helper in assertExpression // Then use the helper here to get the value and move this method to LanguageTestSupport",Design,14
477,camel,// TODO add extra APIs here,Requirement,14
478,camel,// TODO Add more asserts,Test,14
479,camel,// TODO add the throw exception in the method ,Design,14
480,camel,// TODO as a workaround until we support backwards compatible injection // on @Produce / @EndpointInject without the use of @Inject // lets keep the old behaviour,Design,14
481,camel,// TODO Auto-generated constructor stub,Design,14
482,camel,// TODO better conversion example when the property editor support is added,Requirement,14
483,camel,// TODO can we share this code with other places we assert mandatory language names?,Test,14
484,camel,// TODO can we try walking the inheritence-tree for the element types?,Requirement,14
485,camel,// TODO change to support finding multiple classes on the classpath!,Requirement,14
486,camel,// TODO check for class availability??,Design,14
487,camel,// TODO consider character sets?,Requirement,14
488,camel,// TODO create a correlationID,Requirement,14
489,camel,"// TODO Currently, this test fails because the JavaScript expression in createRouteBuilder // below returns false // To fix that, we need to figure out how to get the expression to return the right value",Test,14
490,camel,// TODO deal with errors!,Defect,14
491,camel,// TODO deal with non-string types?,Requirement,14
492,camel,// TODO deprecate method? //return process(ProcessorBuilder.setFaultBody(Builder.faultBody().convertTo(type)));,Design,14
493,camel,// TODO deprecate method? //return process(ProcessorBuilder.setOutBody(Builder.outBody().convertTo(type)));,Design,14
494,camel,// TODO do check on this entity,Requirement,14
495,camel,// TODO do I need this?,Requirement,14
496,camel,// TODO Do we have to call connect(consumer) or setConsumer on the Consumer endpoint,Requirement,14
497,camel,// TODO Figure out why this test is failing and fix it.,Test,14
498,camel,// TODO FIND A BETTER WAY TO PASS PACKAGES,Design,14
499,camel,// TODO Fix the test,Test,14
500,camel,// TODO fix this test,Test,14
501,camel,"// TODO fix this test, it looks like AMQP don't support Object message",Test,14
502,camel,// TODO Following assertion should be true while it is not. Instead // exception handler set in BatchProcessor is used and it logs // by default.,Design,14
503,camel,// TODO getting permission errors for this one,Defect,14
504,camel,// TODO getting permission errors for this one // May have to adjust scopes used,Defect,14
505,camel,// TODO have not implemented passing exchange to processor.,Requirement,14
506,camel,// TODO ideally we'd not have to wrap validation exceptions! // TODO should we expose checked exceptions on CamelTemplate // or should we make validation errors be runtime exceptions?,Defect,14
507,camel,// TODO is it really worth using a FileExchange as the core type?,Requirement,14
508,camel,// TODO it would be nice if we could reuse the message from the exchange,Design,14
509,camel,// TODO look at constructors of toType?,Requirement,14
510,camel,// TODO may need to optionally include subID and locationID,Requirement,14
511,camel,// TODO Move this to a crypto utility class,Design,14
512,camel,// TODO move this to SPI package,Design,14
513,camel,// TODO need to change the constant which is start with camel,Requirement,14
514,camel,// TODO Need to investigate why this fails while html is present,Requirement,14
515,camel,"// TODO not the best implementation in the world as we have to browse the entire queue, which could be massive",Design,14
516,camel,// TODO now we might need to set the second activity state // to 'grey' to indicate it now could happen? // if the second activity state is not created yet we might wanna create it,Design,14
517,camel,// TODO provide parameter values for addActivity,Design,14
518,camel,// TODO provide parameter values for addComment,Design,14
519,camel,// TODO provide parameter values for addGroupMembership,Design,14
520,camel,// TODO provide parameter values for addInvite,Design,14
521,camel,// TODO provide parameter values for addJob,Design,14
522,camel,// TODO provide parameter values for addJobBookmark,Design,14
523,camel,// TODO provide parameter values for addPost,Design,14
524,camel,// TODO provide parameter values for addShare,Design,14
525,camel,// TODO provide parameter values for addUpdateComment,Design,14
526,camel,// TODO provide parameter values for cancelRelease,Design,14
527,camel,// TODO provide parameter values for credit,Design,14
528,camel,// TODO provide parameter values for delete,Design,14
529,camel,// TODO provide parameter values for find,Design,14
530,camel,// TODO provide parameter values for generate,Design,14
531,camel,// TODO provide parameter values for get,Design,14
532,camel,// TODO provide parameter values for getComment,Design,14
533,camel,// TODO provide parameter values for getCompanyUpdateLikes,Design,14
534,camel,// TODO provide parameter values for getGroup,Design,14
535,camel,// TODO provide parameter values for getHistoricalFollowStatistics,Design,14
536,camel,// TODO provide parameter values for getIdForEmail,Design,14
537,camel,// TODO provide parameter values for getJob,Design,14
538,camel,// TODO provide parameter values for getNetworkUpdatesById,Design,14
539,camel,// TODO provide parameter values for getPersonByUrl,Design,14
540,camel,// TODO provide parameter values for getPost,Design,14
541,camel,// TODO provide parameter values for getPostComments,Design,14
542,camel,// TODO provide parameter values for getPosts,Design,14
543,camel,// TODO provide parameter values for holdInEscrow,Design,14
544,camel,// TODO provide parameter values for likeUpdate,Design,14
545,camel,// TODO provide parameter values for refund,Design,14
546,camel,// TODO provide parameter values for removeComment,Design,14
547,camel,// TODO provide parameter values for removeGroupMembership,Design,14
548,camel,// TODO provide parameter values for removeGroupSuggestion,Design,14
549,camel,// TODO provide parameter values for removeJobBookmark,Design,14
550,camel,// TODO provide parameter values for stop,Design,14
551,camel,// TODO provide parameter values for stopFollowingCompany,Design,14
552,camel,// TODO provide parameter values for trash,Design,14
553,camel,// TODO provide parameter values for untrash,Design,14
554,camel,// TODO provide parameter values for update,Design,14
555,camel,// TODO provide parameter values for watch,Design,14
556,camel,// TODO refresh doesn't tend to work - maybe its a spring thing? //template.refresh(definition);,Defect,14
557,camel,// TODO remove setter method name?,Design,14
558,camel,// TODO remove these methods if/when they are available in the base class!!! //-------------------------------------------------------------------------,Design,14
559,camel,// TODO replace the Form class with an injected bean?,Design,14
560,camel,// TODO run this test manually,Test,14
561,camel,// TODO set the exception!,Requirement,14
562,camel,// TODO should we filter out any interfaces which are super-interfaces?,Design,14
563,camel,// TODO should we just grab a Reader from the body?,Requirement,14
564,camel,// TODO should we start it?,Requirement,14
565,camel,// TODO should we stop the actual Route objects??,Design,14
566,camel,// TODO should we zap this and replace with next method?,Design,14
567,camel,// TODO support different encoding,Requirement,14
568,camel,// TODO these need to be configurable,Requirement,14
569,camel,"// TODO this causes errors on shutdown... //otherwise().to(""mock:otherIrcCommands"");",Defect,14
570,camel,// TODO this code was copied from Pipeline - should make it static and reuse the code?,Design,14
571,camel,// TODO this is a hack!!!,Design,14
572,camel,// TODO This is necessary as zookeeper does not delete the log dir when it shuts down. Remove as soon as zookeeper shutdown works,Design,14
573,camel,// TODO this line might not be needed... check after finish writing unit tests,Test,14
574,camel,// TODO this method currently is not being called.,Design,14
575,camel,// TODO this should be more smart,Requirement,14
576,camel,// TODO This test is disabled until we can find a public SSL enabled IRC  // server to test against. To use this you'll need to change the server  // information below and the username/password. ,Test,14
577,camel,// TODO this works around a bug in the ActiveMQ property handling,Defect,14
578,camel,// TODO use an enum to auto-switch container types?,Design,14
579,camel,// TODO we could allow a spring container to auto-inject these objects?,Design,14
580,camel,// TODO we could support more complex expressions // like 'className/name' to map to @Named annotations // or even 'className@annotationType(values) etc,Design,14
581,camel,// TODO we may need to throw exception for it,Design,14
582,camel,// TODO we may want to cache them?,Requirement,14
583,camel,// TODO we may want to try avoid the dependency on JNDI classes // for better operation in GAE?,Design,14
584,camel,// TODO we need to establish a replyToEndpoint and inform the server!,Requirement,14
585,camel,// TODO we need to find other way to instrument the route. // below codes adding wrap the processor with all the processors which are already wrapped // by the InstrumentationInterceptStrategy,Design,14
586,camel,// TODO we need to find other way to instrument the route. // below codes adding wrap the processor with all the processors which are already wrapped // by the InstrumentationInterceptStrategy,Design,14
587,camel,"// TODO we need to find other way to instrument the route. // Below codes will wrap the interceptor (route instrumentation processor) to // the each processors which are already wrapped by the InstrumentationInterceptStrategy, // And the router couter will be increased when the processors process the exchange",Design,14
588,camel,// TODO we need to remove the Ref in Camel 3.0,Design,14
589,camel,// TODO we need to rename this property,Requirement,14
590,camel,// TODO we should be just returning the outputs!,Requirement,14
591,camel,// TODO we should be using Camel OSGi really to deal with class loader issues,Design,14
592,camel,// TODO we should deal with other forms of MEM,Requirement,14
593,camel,// TODO we should replace with actual processors on each queue using a latch,Design,14
594,camel,// TODO we should support non-singletons in the lifecycle,Requirement,14
595,camel,"// TODO when this delay is removed, the seda endpoint has // ordering issues",Defect,14
596,camel,// TODO would be nice here to create a default endpoint/consumer object // and return the default value of the field so we can put it into the docs,Design,14
597,camel,// TODO:  Come up with an intelligent way to size this stream,Design,14
598,camel,// TODO:  Move URI Params to a MllpConfiguration class // TODO: Move the description documentation to javadoc in the setter method,Documentation,14
599,camel,// TODO: (davsclaus) CAMEL-1159 What is the point with this code? I think its wrong,Defect,14
600,camel,// TODO: (davsclaus) What is the point with this code? I think its wrong,Defect,14
601,camel,"// TODO: a better and faster rest pattern matcher, without the .split as they may be slower",Design,14
602,camel,"// TODO: a bit odd that this endpoint supports multiple resource classes, but cfb only supports one class",Design,14
603,camel,"// TODO: Add more strategy methods for other endpoint related methods, such as lookup, remove etc. // and add a base class EndpointStrategySupport that has noop impl of all methods so you can extend it // if you only want to do custom behavior in one of the methods",Design,14
604,camel,// TODO: add more to this test,Test,14
605,camel,// TODO: Add public method for aiding mail message logging,Design,14
606,camel,// TODO: add support for @XmlElements which a few EIPs uses such as resequence,Requirement,14
607,camel,// TODO: add support for async callback in the send,Requirement,14
608,camel,// TODO: add support for label so we can categorize the eips,Requirement,14
609,camel,// TODO: add support for non-consumer services?,Requirement,14
610,camel,"// TODO: add unit test should use dynamic port number, see camel-jetty9 for example",Test,14
611,camel,// TODO: allow to configure which counters/meters/timers to capture // TODO: allow to configur the reporer and jmx domain etc on MetricsRegistryService // TODO: RoutePolicyFactory to make this configurable once and apply automatic for all routes // TODO: allow to lookup and get hold of com.codahale.metrics.MetricRegistry from java api,Requirement,14
612,camel,// TODO: Allow to lookup and configure some of the stuff we do in camel-core-xml // more easily with this listener as well // TODO: Add more tests // TODO: Allow to lookup route builders using package scanning,Test,14
613,camel,// TODO: Allow to use a config file for mod rewrite rules as well // TODO: Find a better way of starting/stopping this without adding as service to CamelContext,Design,14
614,camel,// TODO: AOP proxies have additioan methods - consider having a static // method exclude list to skip all known AOP proxy methods // TODO: This class could use some TRACE logging,Design,14
615,camel,// TODO: AOP proxies have additional methods - well known methods should be added to EXCLUDE_METHODS,Design,14
616,camel,// TODO: be more fine grained for the kind of events that are emitted depending on the observed event types,Requirement,14
617,camel,"// TODO: below fails for Mail component, maybe a converter is missing //mock.expectedBodiesReceived(""Message 3"");",Defect,14
618,camel,"// TODO: by the current jsch (0.1.50) setting ""HashKnownHosts"" to ""no"" is a workaround // to make the tests run green, see also http://sourceforge.net/p/jsch/bugs/63/",Test,14
619,camel,"// TODO: by the current jsch (0.1.51) setting ""HashKnownHosts"" to ""no"" is a workaround // to make the tests run green, see also http://sourceforge.net/p/jsch/bugs/63/",Test,14
620,camel,// TODO: callback should be in finally to ensure its invoked,Requirement,14
621,camel,// TODO: Camel 3.0 Should not support outputs,Requirement,14
622,camel,"// TODO: Camel 3.0, ref attribute should be removed as CustomDataFormat is to be used instead",Design,14
623,camel,"// TODO: CAMEL-4022. Set a breakpoint here and see the body growing ""FATAl FATAL ... Exception thrown"" // See discussion in the issue above for solution found (which will probably lead to changing this test",Defect,14
624,camel,// Todo: Change to Options,Requirement,14
625,camel,// TODO: check how to allow should to indicate getter of an attribute pair //    public boolean shouldListChildren() { //        return getConfiguration().listChildren(); //    },Requirement,14
626,camel,// TODO: configuration of http client as getter/setters and URI on component // TODO: support that bridge option // TODO: more unit tests,Test,14
627,camel,// TODO: connect and disconnect. createFtpClient should be moved to another class they don't // belong on this endpoint class that is only for Camel related stuff ,Design,14
628,camel,// TODO: Consider a pool for non singleton producers to leverage in the doInProducer template,Design,14
629,camel,// TODO: Consider remove setNames // TODO: Consider filename should always be specified when producing (to get rid of auto generating with id as filename) // TODO: bufferSize & append can be moved to NewFileEndpoint as FTP does not support it,Design,14
630,camel,// TODO: consider supporting on consumer // - bridgeEndpoint // - matchOnUriPrefix,Requirement,14
631,camel,"// TODO: consumes/produces can be a list of media types, and prioritized 1st to last. // TODO: parsing body should only be done if really needed",Requirement,14
632,camel,// TODO: CxfConsumer should use OSGi http service (no embedded Jetty) // TODO: Make this test work with OSGi,Test,14
633,camel,// TODO: delete me when working,Requirement,14
634,camel,// TODO: Disabled for now until we find a better strategy for registering routes in the JMX // without altering the route model. The route model should be much the same as without JMX to avoid // a gap that causes pain to get working with and without JMX enabled. We have seen to many issues with this already.,Design,14
635,camel,// TODO: do not use a cxf system property // TODO: make higher default pool size as 20 is not much in high end systems,Requirement,14
636,camel,// TODO: document deleting of dataCoding,Documentation,14
637,camel,// TODO: document me,Documentation,14
638,camel,// TODO: document this new property,Documentation,14
639,camel,// TODO: Enable this when looking into this issue //Thread.sleep(3000);,Defect,14
640,camel,// TODO: Find a better way of starting/stopping this without adding as service to CamelContext // TODO: Dynamic ports of testing,Test,14
641,camel,// TODO: find model from camel-core and enrich to generate a .json,Design,14
642,camel,"// TODO: fix me // assertEquals(""dest message should be of the same type as source message"", sourceIn.getClass(), destIn.getClass());",Test,14
643,camel,"// TODO: fix me // assertSame(""Should not copy an exchange when of the correct type"", expected, actual);",Test,14
644,camel,"// TODO: fix me // Class<?> type = endpoint.getExchangeType(); // assertEquals(""exchange type"", MyExchange.class, type);",Test,14
645,camel,// TODO: Fix me in CAMEL-676 and the mockOk assertion should pass //mockOk.assertIsSatisfied();,Test,14
646,camel,// TODO: Fix me later,Test,14
647,camel,"// TODO: fix me later //assertEquals(""foo/bar"", map.get(""path""));",Test,14
648,camel,// TODO: fix this test,Test,14
649,camel,// TODO: Fix this test for upgrading from active-5.0.0 to 5.1.0 (CAMEL-559),Test,14
650,camel,// TODO: Fix this test later,Test,14
651,camel,// TODO: fix this test!,Test,14
652,camel,// TODO: how to actually test ?,Test,14
653,camel,// TODO: how to handle exchange failures,Requirement,14
654,camel,// TODO: how to test that ?,Test,14
655,camel,// TODO: Http/Jetty should support headers with multiple values,Requirement,14
656,camel,// TODO: if possible used regexp to parse if its valid/invalid,Design,14
657,camel,// TODO: in Camel 3.0 the OnCompletionDefinition should not contain state and OnCompletion processors,Requirement,14
658,camel,"// TODO: interceptSendToEndpoint needs to proxy the endpoints at very first // so when other processors uses an endpoint its already proxied, see workaround in SendProcessor // needed when we havent proxied beforehand. This requires some work in the route builder in Camel // to implement so that should be a part of a bigger rework/improvement in the future",Requirement,14
659,camel,// TODO: Introduce Camel JMX annotations and implement logic to assemble from those JMX annotations // TODO: Remove spring logic when no longer needed,Requirement,14
660,camel,// TODO: just a little more to avoid logging the last intercepted step,Defect,14
661,camel,// TODO: like response object with type refer to model,Design,14
662,camel,// TODO: lock this based on keys so we can run in parallel groups,Design,14
663,camel,// TODO: look at supporting some of these options,Requirement,14
664,camel,// TODO: Look into these unit tests,Test,14
665,camel,// TODO: Make this as SPI interface and add the other createXXX methods,Design,14
666,camel,// TODO: maybe it should be mandatory body?,Requirement,14
667,camel,// TODO: Maybe not correct name? Not used/unit tested,Test,14
668,camel,"// TODO: maybe rather than this one-off method to support an executorService & scheduledExecutorService for the aggregator, // create ScheduledExecutorServiceAwareDefinition and the change other definitions that currently use ScheduledExecutorServices to // use that one instead of the more generic ExecutorServiceAwareDefinition",Design,14
669,camel,// TODO: Maybe some way of having CamelContextLifecycleSupport using bean parameter binding // so ppl can build their Camel app without camel-servletlistener dependency on the codebase // TODO: add example and add documentation page,Documentation,14
670,camel,"// TODO: migrate camel context commands // TODO: fix classloading in karaf for explain-endpoint // TODO: AbstractCamelController should have a LocalAbstractCamelController // .. and then the AbstractCamelController is pure base, that can be used for remotes",Design,14
671,camel,// TODO: move this to InterceptSendToEndpoint so its a special builder method on it only,Design,14
672,camel,// TODO: Move to support package,Design,14
673,camel,// TODO: much of this is no longer needed when we fix PackageDataFormatMojo to do the grunt work for us!,Defect,14
674,camel,// TODO: must be named,Requirement,14
675,camel,// TODO: Must make CXF-RS easier to use,Design,14
676,camel,// TODO: Must not rely on dependency injection as it should work out of the box,Design,14
677,camel,// TODO: Need to check maxConnections and figure out what to do when exceeded,Requirement,14
678,camel,// TODO: need to work on a better command syntax to make it easier to use,Design,14
679,camel,"// TODO: not really used, maybe implement at a later time",Requirement,14
680,camel,// TODO: not sure what to do here...,Documentation,14
681,camel,// TODO: Not used should it be removed?,Design,14
682,camel,// TODO: not yet implemented,Requirement,14
683,camel,// TODO: occasionally we get only 6 instead of 7 expected exchanges which's most probably an issue in AcitveMQ itself,Defect,14
684,camel,// TODO: occasionally we get only 6 instead of 7 expected exchanges which's most probably an issue in ActiveMQ itself,Defect,14
685,camel,// TODO: on demand use configuration,Requirement,14
686,camel,// TODO: optimize to reuse error handlers instead of re-building for each exchange pair // rework error handling to support fine grained error handling,Defect,14
687,camel,// TODO: parentDir should be mandatory,Requirement,14
688,camel,// TODO: parse the open data type,Design,14
689,camel,"// TODO: populating route id on producers is not implemented yet //        String routeId = (String) mbeanServer.getAttribute(on, ""RouteId""); //        assertEquals(""route1"", routeId);",Defect,14
690,camel,// TODO: producers are not managed due they can lead to memory leak CAMEL-2484,Defect,14
691,camel,// TODO: put that info in the controller,Requirement,14
692,camel,// TODO: reduce complexity of this code,Design,14
693,camel,// TODO: refactor into smaller methods // TODO: add code comments about why we do this,Design,14
694,camel,"// TODO: release read lock from above, as we should hold id during processing",Requirement,14
695,camel,// TODO: remove me this new factory is listed in the MET-INF file,Design,14
696,camel,"// TODO: Remove us, but part of investigation issue on Java7 on ubuntu",Design,14
697,camel,// TODO: reuse our spark route builder DSL instead of this code,Design,14
698,camel,"// TODO: revisit; uri and context are not really needed //  this is probably covered by the ProcessorEndpoint, test may not be needed at all",Test,14
699,camel,"// TODO: Routes are temporary disabled until the code in InstrumentationLifecycleStrategy is fixed // assert Equals(1, mbsc.queryNames(new ObjectName(""org.apache.camel"" + "":type=routes,*""), null).size());",Test,14
