Project,commenttext,label,commenttype
argouml,// TODO: {name} is not expanded for diagram objects,Defect,14
argouml,// TODO: {name} is not expanded for diagram objects,Defect,14
argouml,/* TODO: MVW: Why is this not done in GEF? */,Design,14
argouml,// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object,Design,14
argouml,// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement,Design,14
argouml,// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.,Design,14
argouml,"// TODO: It's probably worthwhile to abstract and factor // this chooser and directory stuff. More file handling is // coming, I'm sure.",Design,14
argouml,// TODO: complete this implementation - tfm,Design,14
argouml,// TODO: This will vary based on the type of the TagDefinition,Design,14
argouml,"//setFontFamily(""dialog""); /* TODO: Is this needed?*/",Design,14
argouml,"/**
     * TODO: Move this into the toolbar project.
     */",Design,14
argouml,// TODO: This needs to be managing undo on a per-project basis // instead of using GEF's global undo manager,Design,14
argouml,// TODO: define constants for magic numbers,Design,14
argouml,"/*
     * TODO: This is a temporary method of making sure the model is updated
     * on loss of focus of a combo box. In the long term we should attempt to
     * update the model on each keypress.
     * 
     * @see java.awt.event.FocusListener#focusLost(java.awt.event.FocusEvent)
     */",Design,14
argouml,// These methods are based on the GraphEvents. These need replacing by // more specic meaningful requests of the diagram interface model,Design,14
argouml,// TODO: All super constrcutors should take a GraphModel,Design,14
argouml,"// workaround for missing ability to parse ""*""",Design,14
argouml,// TODO: Needs to be tidied up after stable release. Graph model // should be created in constructor,Design,14
argouml,"// this is wrongly called with a null handle, // as a workaround we return an empty collection",Design,14
argouml,// TODO: not navigable this direction? - tfm,Design,14
argouml,// TODO: this doesn't look right - review - tfm,Design,14
argouml,"/**
     * @return the statemachine
     *
     * TODO: If this method is called by any of the Figs, it will introduce
     * a dependency cycle.  It would be much better if they could just
     * use {@link org.argouml.uml.diagram.ArgoDiagram#getOwner()} which does
     * the same thing.
     */",Design,14
argouml,// TODO: Need to clean up objectToId // (can we do it based on modelelement delete // notifications?),Design,14
argouml,"/**
     * The constructor.
     * TODO: Why does this method not handle all settings
     * (KEY_DEFAULT_SHADOW_WIDTH is missing)?
     */",Design,14
argouml,// TODO: Performance critical method,Design,14
argouml,// TODO: Needs work. Must determine which Figs enclosed // in the pool are within the bounds of this Fig // and translate those.,Design,14
argouml,// TODO: Optimize for root model case? - tfm,Design,14
argouml,// TODO: Do we really need to do this? Carried over from old behavior,Design,14
argouml,// TODO ElementOwnership is not in ModelSubsys!!,Design,14
argouml,// TODO: This seems like a brute force workaround (and a very // indirect one at that).  It appears to be needed though until // we fix the problem properly. - tfm 20070904,Design,14
argouml,// TODO: Is this really needed?,Design,14
argouml,// TODO: UML 1.4 spec requires both client and supplier to be // in the same model - tfm,Design,14
argouml,// TODO: Unused?,Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,// TODO: temporary - let tree expand implicitly - tfm,Design,14
argouml,//TODO: split into an inherited attr critic and a local //attr critic,Design,14
argouml,// TODO: Should throw if the string is not good?,Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,// TODO Handle multiple top level packages,Design,14
argouml,"/** 
 * A wizard which adjust the threshold for critics. <p>
 * 
 * TODO: Make the treshold setting adjustable without using the wizard, 
 * and make it persistent. 
 * Maybe by using the ""Configure"" button on the Browse Critics dialog.
 *
 * @see org.argouml.uml.cognitive.critics.AbstractCrTooMany
 * @author mkl
 *
 */",Design,14
argouml,// TODO: Better if we wrap in a ProfileException and throw that,Design,14
argouml,"// Create our bandbuffer which is just a small slice of the image // TODO: We used a fixed height buffer now, but we could be smarter and // compute a height which would fit in some memory budget, allowing us // to use taller buffers with narrower images, minimizing the overhead // of multiple rendering passes",Design,14
argouml,// TODO support iterate declarator,Design,14
argouml,"/**
     * @return Returns the default stereotype view
     * TODO: Enumeration here?
     */",Design,14
argouml,//TODO: How about FigAssociationClass?,Design,14
argouml,"/**
 * This class gives critics access to parts of the UML model of the
 * design.  It defines a gen() function that returns the ""children""
 * of any given part of the UML model.  Basically, it goes from
 * Project, to Models, to ModelElements.  Argo's critic Agency uses
 * this to apply critics where appropriate.
 *
 * TODO: This thinks it knows all the composition associations of the
 * the UML metamodel, but it is a) incomplete and b) not updated for
 * UML 1.4.  This should be done using information from the metamodel
 * rather than hardwired code. - tfm - 20070205
 *
 * @see org.argouml.cognitive.Agency
 * @see org.argouml.cognitive.Designer
 * @author jrobbins
 */",Design,14
argouml,// TODO: define constants for magic numbers,Design,14
argouml,// TODO: consider inherited associations? // TODO: self loops are double counted,Design,14
argouml,// TODO: Multiple associations between the same pair of elements // need to be special cased so that they don't overlap - tfm - 20060228,Design,14
argouml,"/**
     * Gets the current threshold.
     *
     * TODO: Should this be protected?
     *
     * @return The current threshold.
     */",Design,14
argouml,//TODO: There is a cyclic dependency between this class and FigConcurrentRegion,Design,14
argouml,// TODO: // Move to MMUtil or some other common place and merge with // UMLComboBoxEntry::findNamespace(),Design,14
argouml,// needs more work: sending and receiving icons,Design,14
argouml,"/**
 * An object tagged as being the owner of a FigEdgeNote. Has knowledge
 * about the source and destination of the FigEdgeNote. <p>
 *
 * The source and destination are ModelElements.
 * At least one of them is a Comment - but they may be both Comments.
 *
 * TODO: There's tons of special case code scattered around ArgoUML for this
 * one class since it is the only ""owner"" of a FigEdgeModelElement which is not
 * a UML element.  We should find a way to generalize this.<p>
 * 
 * TODO: Issue 3031 requires this class to be replaced by 
 * a similar mechanism as the n-ary association class: 
 * the node and the edges shall all have the same owner, 
 * i.e. the UML Comment object. 
 * 
 * @since Jul 17, 2004
 * @author jaap.branderhorst@xs4all.nl
 */",Design,14
argouml,// TODO: Offenders need to be more strongly typed. - tfm 20070630,Design,14
argouml,"// if ""expression"" implements one of the combobox, select it // TODO ? Do it in eUML module project ?",Design,14
argouml,"/**
     * @return the set of offenders
     *
     * TODO: The return value needs to be more strongly typed. - tfm - 20070630
     */",Design,14
argouml,// TODO: Do all these classes need to be in their own files? public?,Design,14
argouml,// must be overridden to make sense // (I didn't want to make it abstract because it might not be required),Design,14
argouml,//TODO: should fire its own event and ProjectBrowser //should register a listener,Design,14
argouml,// TODO: Use default value of appropriate type for TD,Design,14
argouml,//TODO: should fire its own event and ProjectBrowser //should register a listener,Design,14
argouml,"// Our superclass no longer has this method, so perhaps this whole // thing should be removed? - tfm  //        super.updateListeners(newOwner);",Design,14
argouml,"// TODO: // This is actually a hack! Some diagram types // (like the statechart diagrams) access the current // diagram to get some info. This might cause // problems if there's another statechart diagram // active, so I remove the current project, before // loading the new one.",Design,14
argouml,// TODO Handle multiple top level packages,Design,14
argouml,"// The following is specifically for Realizations // TODO: correction in GEF, it should use InterfaceRealization, not Abstraction",Design,14
argouml,"// TODO: still not used, because in ArgoUML String is ""hardwired""",Design,14
argouml,// TODO: In UML 2.x a TagDefinition has become a Property on a Stereotype // Anything that uses this will probably need to be reviewed/changed. // Just return Property for now.,Design,14
argouml,"// Language must be unique // TODO: do it in the model (if don't use the dialog, and // change the first)",Design,14
argouml,// TODO: Cyclic dependency between PersistanceManager and here,Design,14
argouml,// TODO: This should not be an instance variable. It should just be // created and discarded as needed.,Design,14
argouml,// Check for duplicate name and rename if necessary,Design,14
argouml,"/**
     * Creates a new OCL critic
     * 
     * @param oclConstraint ocl expression
     * @param headline headline
     * @param description description
     * @param moreInfoURL the info url
     * @param knowledgeTypes the knowledge types
     * @param supportedDecisions the decisions
     * @param priority the priority
     * @throws InvalidOclException if the ocl is not valid
     * 
     * TODO: Do these need to be Lists or can they be simple Collections?
     */",Design,14
argouml,// TODO: why is this inside a block? Forgotten else branch?!? // Question by euluis @ 2009-08-16.,Design,14
argouml,// TODO: maybe separate name,Design,14
argouml,"// TODO: A minimal update strategy would be better here to // minimize work and events firing, but it may be better to // deprecate the method and force calls to manage updates // themselves (since they probably usually want to just add // or remove a single element) - tfm 20061108",Design,14
argouml,// TODO: What progressMgr is to be used here? Where does //       it come from?,Design,14
argouml,"/* TODO: Here we should e.g. show the user a message that
         * the loaded project was using a Notation that is not
         * currently available and a fall back on the default Notation
         * was done. Maybe this can be implemented in the
         * PersistenceManager? */",Design,14
argouml,"/*
     * TODO: This is the same as in parent - remove?
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateBounds()
     */",Design,14
argouml,// TODO: Move magic number 10 to descriptive constant,Design,14
argouml,// TODO: Should we handle <<access>> and <<import>> here?,Design,14
argouml,"// TODO: remove when code below in characters() is removed //    private static final String    RETURNSTRING  = ""\n      "";",Design,14
argouml,// TODO: This probably needs more qualification - tfm,Design,14
argouml,// TODO: This method is obsolete.  Use getInputMap etc as below,Design,14
argouml,// TODO: check semantics here - tfm,Design,14
argouml,// TODO: Move to GEF,Design,14
argouml,// TODO: Find a way to replace this dependency on Project,Design,14
argouml,// TODO: this should be a configurable property,Design,14
argouml,// TODO: All super constrcutors should take a GraphModel,Design,14
argouml,// and its stereotypes // TODO: Aren't stereotypes handled elsewhere?,Design,14
argouml,//TODO: should fire its own event and ProjectBrowser //should register a listener - tfm,Design,14
argouml,// TODO: Support more than one body/language,Design,14
argouml,// TODO: Remove this old implementation after 0.22 if it's // demonstrated that it's not needed. - tfm,Design,14
argouml,// TODO: Can we find a better way to do this than hard coding colour?,Design,14
argouml,// TODO: There's a cyclic dependency between FigConcurrentRegion and // the actions ActionAddConcurrentRegion,Design,14
argouml,//   public Object getGoalInfo(String goal) { //     return _goals.getProperty(goal); //     /* TODO: we need a better representation of goals */ //   },Design,14
argouml,// local variables - what do they do?,Design,14
argouml,/* TODO: really should be a separate class */,Design,14
argouml,// hack in order to be able to compile in java1.3,Design,14
argouml,"/**
     * A modelelement has been changed.
     * Now we give it priority to be checked by the critics ASAP.
     *
     * TODO: why is is synchronised?
     * TODO: what about when objects are first created?
     *
     * @param dm the design material
     * @param reason the reason
     */",Design,14
argouml,// TODO: We could generalize this to initialize more stuff if needed,Design,14
argouml,"/*
     * TODO: Why is this here? Who is calling this?
     *
     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)
     */",Design,14
argouml,// TODO: This probably belongs with the Diagram subsystem,Design,14
argouml,// TODO: Change this to use an UndoManager instance per project when // GEF has been enhanced.,Design,14
argouml,"// hack for to do items only, should check isLeaf(node), but that // includes empty folders. Really I need alwaysLeaf(node).",Design,14
argouml,/* TODO: Why was this next line in the code so long? */,Design,14
argouml,// TODO: Unused?,Design,14
argouml,"// This method has insufficient information to call buildExtensionPoint. // Thus we'll need to create one, and pray that whomever called us knows // what kind of mess they got.",Design,14
argouml,"// TODO: Do we need to set the input encoding here? It was // done for ToDo parsing, but none of the other member types // InputSource inputSource = new InputSource( // new InputStreamReader(inputStream, Argo // .getEncoding()));",Design,14
argouml,// TODO: Why is this not executed?  Remove if not needed - tfm,Design,14
argouml,"/**
     * Loads a project displaying a nice ProgressMonitor
     *
     * @param file      the project to be opened
     * @param showUI    whether to show the GUI or not
     *
     * TODO: This needs to be refactored to be GUI independent - tfm
     */",Design,14
argouml,"// TODO: This doesn't belong here, but it's not a good time // to move it.  Find someplace less obtrusive than this // inner loop. - tfm",Design,14
argouml,// TODO asArgument??,Design,14
argouml,// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205,Design,14
argouml,// TODO: This creates a dependency on the Critics subsystem. // Instead that subsystem should register its desired menus and actions.,Design,14
argouml,// TODO: Get rid of magic numbers!  Figure out which represent line // widths vs padding vs offsets,Design,14
argouml,// References to actions that we need for Mac hack,Design,14
argouml,// TODO: Convert all to use standard factory registration,Design,14
argouml,// TODO: should define a CompoundCritic,Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,// TODO: This class is part of a dependency cycle with ProjectBrowser and,Design,14
argouml,// hack in order to be able to compile in java1.3,Design,14
argouml,// TODO: Won't our use of PathComparator take care of uniqueness?,Design,14
argouml,// Andreas: just temporary for the uml2 pre-alpha versions!,Design,14
argouml,// now get all classifiers imported from other packages // TODO: This should probably happen automatically in // getAllModelElementsOfKind() - tfm,Design,14
argouml,"// TODO: Add an ""open most recent project"" command so that  // command state can be decoupled from user settings?",Design,14
argouml,"/*
         * Install the trap to ""eat"" SecurityExceptions.
         *
         * NOTE: This is temporary and will go away in a ""future"" release
         * http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4714232
         */",Design,14
argouml,// TODO: What are these magic numbers?,Design,14
argouml,"/*
     * Create a TaggedValue with a tag/type matching our source module
     * filename and a value of the file's last modified timestamp.
     *
     * TODO: This functionality needs to be moved someplace useful if
     * it's needed, otherwise it can be deleted. - tfm - 20070217
     */",Design,14
argouml,"/**
     * Choose the arrowhead style for each end. <p>
     *
     * TODO: This is called from paint(). Would it not better
     * be called from renderingChanged()?
     */",Design,14
argouml,// TODO: Why isn't this stuff managed by the nameFig itself?,Design,14
argouml,// Andreas: just temporary: a warning dialog for uml2...,Design,14
argouml,"/**
 * TODO: this class should be moved to package
 * org.argouml.uml.ui.behavior.common_behavior.
 */",Design,14
argouml,"// If is a classifier role, it must return the sent messages. // In other cases, returns an empty list. // TODO: Must be the incoming messages or the sent ones?",Design,14
argouml,"/**
     * Initialize the ArgoUML application version, so that
     * {@link ApplicationVersion#getVersion()} doesn't return null.
     *
     * @throws Exception if something goes wrong...
     * TODO: move this to an helper class.
     */",Design,14
argouml,"/**
     * Create an Enumeration.
     * @return Object new Enumeration
     * @since UML 1.4
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",Design,14
argouml,// TODO: Lets move this behind the model interface,Design,14
argouml,"// If is a classifier role, it must return the received messages. // In other cases, returns an empty list. // TODO: Must be the outgoing messages or the received ones?",Design,14
argouml,"/**
 * ArgoEventPump is an event dispatcher which handles events that are global
 * in nature for the entire application.
 * <p>
 * TODO: DiagramAppearance and Notation events are not application-wide and will
 * be moved from here to someplace more specific in the future so that they can
 * be managed on a per-project or per-diagram basis.
 */",Design,14
argouml,"/**
     * Create an empty but initialized instance of a UML Node.
     *
     * @return an initialized UML Node instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",Design,14
argouml,// TODO: Once we have fixed all subclasses the title will // always be localized so this localization can be removed.,Design,14
argouml,"/**
     * Get the classifier (participant) of an AssociationEnd.
     *
     * TODO: Rename this getParticipant to align with UML spec - tfm - 20070331
     * @param handle The AssociationEnd to get from.
     * @return The classifier of the AssociationEnd.
     */",Design,14
argouml,"/**
     * Determine if the passed parameter has a RETURN direction kind.
     * 
     * TODO: This is a duplicate of {@link #isReturn(Object)}
     * 
     * @return true if it is a return direction kind
     * @param handle the parameter
     */",Design,14
argouml,// TODO: Is it appropriate the TemplateableElement as the client and a // list of TemplateParameterSubstitution as the list of parameters?,Design,14
argouml,"// TODO: ActionState, CallState, and SubactivityState have been replaced // in UML 2.0 by explicitly modeled Actions",Design,14
argouml,// TODO: Silently ignore instead? //        return false;,Design,14
argouml,"/**
     * Find the Icon for a given model element.
     *
     * @return The Icon or <code>null</code> if there is no Icon.
     * @param value The model element.
     *
     * TODO: This should not use string matching on classnames to do this
     *       since this means that we have knowledge about how the model
     *       elements are implemented outside of the Model component.
     */",Design,14
argouml,// Initialze GEF's version of the loader too // TODO: We should probably be passing icons that we loaded ourselves // but there doesn't seem to be a way to do that with GEF - tfm,Design,14
argouml,"/**
     * Return the key (tag) of some tagged value.
     *
     * TODO: This does exactly the same as getTag(Object). Remove one of them.
     *
     * @param handle The tagged value.
     * @return The found value as String.
     */",Design,14
argouml,"// TODO: Lots more types - Duration, Instance, Interval",Design,14
argouml,// TODO: Can we get this from the metamodel? //$NON-NLS-1$,Design,14
argouml,// TODO: How do we get the Connectors of an Association?,Design,14
argouml,// TODO: Remove?  Can't be localized,Design,14
argouml,"// A Classifier can only have a single unnamed ClassifierRole, so // TODO: This probably belongs in a critic instead of here",Design,14
argouml,"/**
     * The part of the design this issue affects.
     * <p>
     * Each member is either a model element, a {@link Fig}, or a
     * {@link Diagram}.
     * <p>
     * TODO: Offenders need to be more strongly typed. Because there is not a
     * common supertype for these three types, we can't type this list. We
     * should introduce a common supertype/interface. - tfm 20070630
     * <p>
     * The list of offenders is set once (e.g. by the constructor)
     * and cannot change.
     * <p>
     */",Design,14
argouml,"/**
     * Reply a Set of design material's that are the subject of this ToDoItem.
     *
     * @return the offenders
     * TODO: Offenders need to be more strongly typed. - tfm 20070630
     */",Design,14
argouml,// TODO: this could be a huge collection - find a more efficient way,Design,14
argouml,// TODO: Generalize - assumes UML type names are unique // without the qualifying package names - true for UML 1.4,Design,14
argouml,"/**
 * Models the designers goals in making this design.  Provides useful
 * control information to the Agency so that only critics relevant to
 * the designers goals are ever executed.
 *
 * TODO: Really this should be part of a domain extension
 * and not the kernel.  I have not developed this part of Argo very
 * much.
 *
 * @author Jason Robbins
 */",Design,14
argouml,"// TODO: Do we need to worry about UmlClass, UmlPackage, etc?",Design,14
argouml,// TODO: This should fetch the stereotype from our profile,Design,14
argouml,// TODO: Encountering a deleted object during // any part of this traversal will // abort the rest of the traversal. // We probably should do the whole traversal // in a single MDR transaction.,Design,14
argouml,"/**
     * Return the default type for the return parameter of a method.
     * 
     * @return a Classifier to use as the default type
     * TODO: This belongs in ProjectSettings. - tfm
     */",Design,14
argouml,// TODO: Hold lock for entire recursive traversal?,Design,14
argouml,// TODO: Add EnumerationLiteral someplace,Design,14
argouml,// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [1] A root cannot have any Generalizations. // self.isRoot implies self.generalization->isEmpty,Design,14
argouml,// TODO: This should fetch the stereotype from our profile,Design,14
argouml,// TODO: Lets build this into a separate buildToolbar method,Design,14
argouml,// TODO: This references the concrete factory // We need a factories factory,Design,14
argouml,"/**
     * Set the target anew.
     *
     * TODO: This method is never used. What is its intention? Remove it?
     */",Design,14
argouml,// TODO: This first loop just to count the items appears // redundant to me - tfm 20070630,Design,14
argouml,"/** Create a new panel for the given step. For example, When the
     *  given step is 1, create the first step of the wizard. <p>
     *
     *  TODO: It might be convient to make a reusable
     *  subclass of Wizard that shows all textual steps to guide the
     *  user without any automation.  Such a Wizard could be easily
     *  authored, stored in an XML file, and efficiently presented by
     *  reusing a single panel with a single JTextArea.
     *
     *  @param newStep the number of the step to make a panel for.
     *  @return a new panel for the given step
     */",Design,14
argouml,// TODO: TabToDo should listen for an event that this fires so that we // can decouple from the ProjectBrowser. - tfm,Design,14
argouml,// TODO: This is using internal knowledge of GEF.  It should // handle this itself. - tfm,Design,14
argouml,"/**
     * Copy a file from source to destination.
     *
     * TODO: Perhaps belongs in a utilities class of some sort.
     *
     * @param source the source file to be copied
     * @param dest the destination file
     * @return success status flag
     */",Design,14
argouml,"/* TODO: This is using internal knowledge of GEF.  It should
         * handle this itself. - tfm
         * MVW: Move into something like Main.initGEF() */",Design,14
argouml,"/**
     * For Locale selection.<p>
     *
     * TODO: Detect the available locales from the available files.
     *
     * @return Locales used in ArgoUML
     */",Design,14
argouml,"/**
     * Return the default type for an attribute.
     * 
     * @return a Classifier to use as the default type
     * TODO: This belongs in ProjectSettings. - tfm
     */",Design,14
argouml,// TODO: Unused?,Design,14
argouml,"/**
     * Searches for a type/classifier with name s. If the type is not found, a
     * new type is created and added to the current namespace.
     * <p>
     * TODO: Move to Model subsystem - tfm 20070307
     * 
     * @param s
     *            the name of the type/classifier to be found
     * @return Classifier
     */",Design,14
argouml,/* TODO: What if used elsewhere? */,Design,14
argouml,"/**
     * Searches for a type/classifier with name s. If defineNew is
     * true, a new type is defined if the type/classifier is not
     * found. The newly created type is added to the currentNamespace
     * and given the name s.
     * <p>
     * TODO: Move to Model subsystem - tfm 20070307
     * 
     * @param s the name of the type/classifier to be found
     * @param defineNew if true, define a new one
     * @return Classifier the found classifier
     */",Design,14
argouml,"/**
     * Moves some object to trash, i.e. deletes it completely with all
     * dependent structures. <p>
     *
     * Deleting an object involves: <pre>
     * - Removing Target history
     * - Deleting all Fig representations for the object
     * - Deleting the UML element
     * - Deleting all dependent UML modelelements
     * - Deleting CommentEdges (which are not UML elements)
     * - Move to trash for enclosed objects, i.e. graphically drawn on top of
     * - Move to trash subdiagrams for the object
     * - Saveguard that there is always at least 1 diagram left
     * - If the current diagram has been deleted, select a new one to show
     * - Trigger the explorer when a diagram is deleted
     * - Set the needsSave (dirty) flag of the projectmanager
     * </pre>
     *
     * @param obj The object to be deleted
     * @see org.argouml.kernel.ProjectImpl#trashInternal(Object)
     * <p> 
     * TODO: This should just be named delete() or something which better 
     * tells what it does (since there really isn't a trash can).
     */",Design,14
argouml,// Changed in UML 2.1 - Component with <<subsystem>> stereotype // TODO: We should deprecate this?,Design,14
argouml,"/**
     * Returns the root package.
     * 
     * @return the Package which is the root
     * @deprecated for 0.25.4 by tfmorris - use {@link #getRoots()} to
     *             get packages/model elements which are at the top level.
     *             <p>
     *             TODO: We probably need a getDefaultNamespace() method or
     *             something similar to replace some uses of this.
     */",Design,14
argouml,"// I hate this so much even before I start writing it. // Re-initialising a global in a place where no-one will see it just // feels wrong.  Oh well, here goes.",Design,14
argouml,"// TODO: This shouldn't know the internal form of type names, // but I'm not sure what GEF's PredicateType does, so I'm fixing it // here - tfm",Design,14
argouml,//TODO: should fire its own event and ProjectBrowser //should register a listener,Design,14
argouml,"/**
     * Updates the top level ModelElements for all projects. In UML2, each
     * model knows it's root elements, so this could make setRoots(...)
     * obsolete. E.g., applying a stereotype in UML2 adds a new root.
     * 
     * TODO: This is redundant with setRoots/getRoots.  There are already too
     * many ways this stuff is managed without adding an additional one.
     * All current model subsystem implementations know their top level
     * elements.  Responsibility can be moved to the model subsystem, but
     * let's choose *one* way of managing this.
     */",Design,14
argouml,"/**
 * A datastructure for settings for a Project. <p>
 *
 * Most getters return a string, since they are used by ""argo.tee"".
 * This is also the reason all these attributes
 * are not part of a Map or something. <p>
 *
 * TODO: The header comment is currently not used - this function
 * is not completely implemented yet. How do we store this in the project?
 * Where should the user enter his header comment? See issue 4813.
 *
 * @author michiel
 */",Design,14
argouml,"/**
 * Notation settings value object. Stores settings which control how text is
 * rendered on diagrams.
 * <p>
 * TODO: This needs to go on a diet. It's used everywhere, so is performance
 * sensitive. The current set of settings is the union of all those found in the
 * legacy code, but it's not clear that all of them are actually used.
 * 
 * @author Tom Morris <tfmorris@gmail.com>
 */",Design,14
argouml,"/**
     * This does a calculation of where our ""ext"" directory is.
     * TODO: We should eventually make sure that this calculation is
     *       only present in one place in the code and not several.
     */",Design,14
argouml,"/**
     * In contrast to {@link #getZipName()} returns the member's
     * name without the prepended name of the project
     * (but with the extension). <p>
     * 
     * TODO: This is not used anywhere - shall we remove it?
     *
     * @author Steffen Zschaler
     *
     * @return the member's name without any prefix or suffix
     */",Design,14
argouml,// TODO: End up with multiple models here,Design,14
argouml,// We're deleting the last diagram so lets create a new one // TODO: Once we go MDI we won't need this.,Design,14
argouml,/* TODO: What if used elsewhere? */,Design,14
argouml,"/**
     * Create a notation settings value object with all default values.
     * <p>
     * TODO: This class only has partial Undo support (basically just those
     * members that had it as part of a previous implementation).
     */",Design,14
argouml,/* This code was copied from ActionBooleanTaggedValue: */,Design,14
argouml,//this is the temporary solution for issue 1011,Design,14
argouml,"/**
     * Parse a Message textual description.<p>
     *
     * TODO: - This method is too complex, lets break it up. <p>
     *
     * @param umlMessage the UML Message object to apply any changes to
     * @param s   the String to parse
     * @throws ParseException
     *            when it detects an error in the attribute string. See also
     *            ParseError.getErrorOffset().
     */",Design,14
argouml,// this is the temporary solution for issue 1011,Design,14
argouml,"// TODO: AddOnly has been removed in UML 2.x, so we should phase out // support of it - tfm - 20070529",Design,14
argouml,// Save the .argo entry // TODO: Cyclic dependency with PersistenceManager // move PersistenceManager..getProjectBaseName() someplace else,Design,14
argouml,"// If c2 is empty, then we're done (or there is a // cycle in the message graph, which would be bad) If // c2 has more than one element, then the model is // crappy, but we'll just use one of them anyway",Design,14
argouml,// Kludge required by GEF's use of HashMap in the API // TODO: This can be removed if they ever fix GEF to use // Maps,Design,14
argouml,// critique menu // TODO: This dependency should be inverted with the Critics subsystem // registering its desired shortcuts with us - tfm,Design,14
argouml,"/**
     * Utility method to encode a String in a way that allows it to be
     * saved properly in an XML file and regained filtering out any noice
     * that an XML framework might have seen fit to add.
     *
     * TODO: Why are we doing this ourselves?  Surely encoding information
     * for XML serialization is a well known task - tfm
     * I have never understood why this is being done. I think we should remove
     * any usage - bob
     *
     * @param	str	The String to encode.
     * @return	The encoded String.
     */",Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,//hence a less elegant workaround that works:,Design,14
argouml,/* TODO: What if used elsewhere? */,Design,14
argouml,"// This should probably be inside xmiReader.parse // but there is another place in this source // where XMIReader is used, but it appears to be // the NSUML XMIReader.  When Argo XMIReader is used // consistently, it can be responsible for loading // the listener.  Until then, do it here.",Design,14
argouml,// These may not actually make any difference at present (the code // behind addTrigger needs more work).,Design,14
argouml,"/**
 * A critic to suggest using the facade stereotype. <p>
 *
 * TODO: At the moment only a dummy implementation,
 * see issue 3093.
*/",Design,14
argouml,// TODO: What progressMgr is to be used here? Where does //       it come from?,Design,14
argouml,/* TODO: Is this needed? */,Design,14
argouml,// Could this be some other type of internal error that we want // to handle differently?  Don't think so.  - tfm,Design,14
argouml,/* TODO: What if used elsewhere? */,Design,14
argouml,//TODO: should fire its own event and ProjectBrowser //should register a listener,Design,14
argouml,"/**
     * Create and register diagrams for activity and statemachines in the
     * model(s) of the project. If no other diagrams are created, a default
     * Class Diagram will be created. ArgoUML currently requires at least one
     * diagram for proper operation.
     *
     * TODO: Move to XmiFilePersister (protected)
     *
     * @param project
     *            The project
     */",Design,14
argouml,"// Load .xmi file before any PGML files // FIXME: the following is loading the model before anything else. // Due to the Zargo containing the profiles, currently we have // removed this hack in UmlFilePersister and I think it should be // removed from here also.",Design,14
argouml,"/**
 * A BufferInputStream that is aware of XML structure.
 * It searches for the first occurrence of a named tag
 * and reads only the data (inclusively) from that tag
 * to the matching end tag or it can search for the first
 * occurrence of a named tag and read on the child tags.
 * The tag is not expected to be an empty tag.
 * <p>
 * TODO: This is hardwired to assume a fixed single byte
 * character encoding.  It needs to be updated to handle different
 * encodings, including multi-byte encodings. - tfm 20070607
 *
 * @author Bob Tarling
 */",Design,14
argouml,// TODO: Attempt to move the following code to GEF,Design,14
argouml,// TODO: Use stylesheet to convert or wait till we use Fig // factories in diagram subsystem. // What is the last version that used FigNote?,Design,14
argouml,// TODO: Move to Diagram subsystem?,Design,14
argouml,"/**
     * Set the fig style attributes.
     * <p>
     *
     * TODO: This should move into the render factories as described in issue
     * 859.
     *
     * @param fig the fig to style.
     * @param attributeMap a map of name value pairs
     */",Design,14
argouml,// TODO: Move to GEF,Design,14
argouml,"/* TODO: Without this, we fail to draw e.g. a Class.
                 * But is this a good solution? 
                 * Why is the Layer not set in the constructor? */",Design,14
argouml,"// TODO: we really want to be able replace the initial content handler // which is passed to SAX, but we can't do this without cloning a // whole bunch of code because it's private in the super class.",Design,14
argouml,"// If no Fig was created by the code above then we must go // look for the old style constructor that should have fallen // into disuse by now. // Fig(Object, Rectangle, DiagramSettings) // All of these constructors should have been deprecated // at least and replaced with the new signature. This is // here for paranoia only until all Figs have been reviewed.",Design,14
argouml,// A FigNodeModelElement with no owner should match here // TODO: This is a temporary solution due to FigPool // extending // FigNodeModelElement when in fact it should not do so.,Design,14
argouml,// TODO: Move to GEF,Design,14
